WM_YR_WK,DC,CHAMBER,DEPT,NumPacks,Inbound_Outbound,Actual_Forecast,WalmartYear,WalmartWeek,TypeYearLabel,Curr_YR,Curr_WK,NetworkCapacity,RefreshDate
11636,6057,FDD,90,156306,Inbound,Forecast,2016,36,Forecast_2016,2016,28,98419636,17-Aug-16
11637,6056,FDD,90,155300,Inbound,Forecast,2016,37,Forecast_2016,2016,28,98419636,17-Aug-16
11636,6062,FDD,90,245055,Inbound,Forecast,2016,36,Forecast_2016,2016,28,98419636,17-Aug-16
11636,7012,FDD,90,146158,Inbound,Forecast,2016,36,Forecast_2016,2016,28,98419636,17-Aug-16
11636,7010,FDD,90,260677,Inbound,Forecast,2016,36,Forecast_2016,2016,28,98419636,17-Aug-16
11636,6099,FDD,90,239524,Inbound,Forecast,2016,36,Forecast_2016,2016,28,98419636,17-Aug-16
11636,6083,FDD,90,238187,Inbound,Forecast,2016,36,Forecast_2016,2016,28,98419636,17-Aug-16
11636,6074,FDD,90,193246,Inbound,Forecast,2016,36,Forecast_2016,2016,28,98419636,17-Aug-16
11636,6858,FDD,90,129904,Inbound,Forecast,2016,36,Forecast_2016,2016,28,98419636,17-Aug-16
11636,6082,FDD,90,242759,Inbound,Forecast,2016,36,Forecast_2016,2016,28,98419636,17-Aug-16
11636,6056,FDD,90,121220,Inbound,Forecast,2016,36,Forecast_2016,2016,28,98419636,17-Aug-16
11636,6042,FDD,90,122907,Inbound,Forecast,2016,36,Forecast_2016,2016,28,98419636,17-Aug-16
11635,7055,FDD,90,289874,Inbound,Forecast,2016,35,Forecast_2016,2016,28,98419636,17-Aug-16
11636,6055,FDD,90,187919,Inbound,Forecast,2016,36,Forecast_2016,2016,28,98419636,17-Aug-16
11636,6097,FDD,90,219861,Inbound,Forecast,2016,36,Forecast_2016,2016,28,98419636,17-Aug-16
11636,6095,FDD,90,262145,Inbound,Forecast,2016,36,Forecast_2016,2016,28,98419636,17-Aug-16
11636,6096,FDD,90,212006,Inbound,Forecast,2016,36,Forecast_2016,2016,28,98419636,17-Aug-16
11636,6047,FDD,90,174111,Inbound,Forecast,2016,36,Forecast_2016,2016,28,98419636,17-Aug-16
11637,7023,FDD,90,276777,Inbound,Forecast,2016,37,Forecast_2016,2016,28,98419636,17-Aug-16
11637,7021,FDD,90,315867,Inbound,Forecast,2016,37,Forecast_2016,2016,28,98419636,17-Aug-16
11637,7016,FDD,90,292164,Inbound,Forecast,2016,37,Forecast_2016,2016,28,98419636,17-Aug-16
11637,7015,FDD,90,235843,Inbound,Forecast,2016,37,Forecast_2016,2016,28,98419636,17-Aug-16
11637,7019,FDD,90,296808,Inbound,Forecast,2016,37,Forecast_2016,2016,28,98419636,17-Aug-16
11637,7014,FDD,90,245744,Inbound,Forecast,2016,37,Forecast_2016,2016,28,98419636,17-Aug-16
11637,7013,FDD,90,316272,Inbound,Forecast,2016,37,Forecast_2016,2016,28,98419636,17-Aug-16
11637,6085,FDD,90,260862,Inbound,Forecast,2016,37,Forecast_2016,2016,28,98419636,17-Aug-16
11637,7012,FDD,90,168775,Inbound,Forecast,2016,37,Forecast_2016,2016,28,98419636,17-Aug-16
11637,6084,FDD,90,208269,Inbound,Forecast,2016,37,Forecast_2016,2016,28,98419636,17-Aug-16
11637,7010,FDD,90,277904,Inbound,Forecast,2016,37,Forecast_2016,2016,28,98419636,17-Aug-16
11637,6097,FDD,90,222903,Inbound,Forecast,2016,37,Forecast_2016,2016,28,98419636,17-Aug-16
11637,6099,FDD,90,226649,Inbound,Forecast,2016,37,Forecast_2016,2016,28,98419636,17-Aug-16
11637,6858,FDD,90,122668,Inbound,Forecast,2016,37,Forecast_2016,2016,28,98419636,17-Aug-16
11637,6082,FDD,90,247654,Inbound,Forecast,2016,37,Forecast_2016,2016,28,98419636,17-Aug-16
11637,7055,FDD,90,252993,Inbound,Forecast,2016,37,Forecast_2016,2016,28,98419636,17-Aug-16
11637,7030,FDD,90,301792,Inbound,Forecast,2016,37,Forecast_2016,2016,28,98419636,17-Aug-16
11637,7024,FDD,90,286545,Inbound,Forecast,2016,37,Forecast_2016,2016,28,98419636,17-Aug-16
11637,7079,FDD,90,151253,Inbound,Forecast,2016,37,Forecast_2016,2016,28,98419636,17-Aug-16
11637,7084,FDD,90,340035,Inbound,Forecast,2016,37,Forecast_2016,2016,28,98419636,17-Aug-16
11637,7018,FDD,90,213879,Inbound,Forecast,2016,37,Forecast_2016,2016,28,98419636,17-Aug-16
11637,7077,FDD,90,238541,Inbound,Forecast,2016,37,Forecast_2016,2016,28,98419636,17-Aug-16
11637,7017,FDD,90,284004,Inbound,Forecast,2016,37,Forecast_2016,2016,28,98419636,17-Aug-16
11637,6096,FDD,90,260880,Inbound,Forecast,2016,37,Forecast_2016,2016,28,98419636,17-Aug-16
11637,6090,FDD,90,282559,Inbound,Forecast,2016,37,Forecast_2016,2016,28,98419636,17-Aug-16
11637,6083,FDD,90,269726,Inbound,Forecast,2016,37,Forecast_2016,2016,28,98419636,17-Aug-16
11637,6095,FDD,90,300142,Inbound,Forecast,2016,37,Forecast_2016,2016,28,98419636,17-Aug-16
11637,7048,FDD,90,295029,Inbound,Forecast,2016,37,Forecast_2016,2016,28,98419636,17-Aug-16
11637,6091,FDD,90,220767,Inbound,Forecast,2016,37,Forecast_2016,2016,28,98419636,17-Aug-16
11636,7077,FDD,90,224930,Inbound,Forecast,2016,36,Forecast_2016,2016,28,98419636,17-Aug-16
11636,7023,FDD,90,233675,Inbound,Forecast,2016,36,Forecast_2016,2016,28,98419636,17-Aug-16
11636,7055,FDD,90,248979,Inbound,Forecast,2016,36,Forecast_2016,2016,28,98419636,17-Aug-16
11636,7016,FDD,90,257547,Inbound,Forecast,2016,36,Forecast_2016,2016,28,98419636,17-Aug-16
11636,7013,FDD,90,270660,Inbound,Forecast,2016,36,Forecast_2016,2016,28,98419636,17-Aug-16
11636,7048,FDD,90,254198,Inbound,Forecast,2016,36,Forecast_2016,2016,28,98419636,17-Aug-16
11636,7015,FDD,90,219356,Inbound,Forecast,2016,36,Forecast_2016,2016,28,98419636,17-Aug-16
11636,7030,FDD,90,281154,Inbound,Forecast,2016,36,Forecast_2016,2016,28,98419636,17-Aug-16
11636,7021,FDD,90,275077,Inbound,Forecast,2016,36,Forecast_2016,2016,28,98419636,17-Aug-16
11636,7024,FDD,90,216725,Inbound,Forecast,2016,36,Forecast_2016,2016,28,98419636,17-Aug-16
11637,6074,FDD,90,233824,Inbound,Forecast,2016,37,Forecast_2016,2016,28,98419636,17-Aug-16
11637,6072,FDD,90,236675,Inbound,Forecast,2016,37,Forecast_2016,2016,28,98419636,17-Aug-16
11637,6077,FDD,90,253038,Inbound,Forecast,2016,37,Forecast_2016,2016,28,98419636,17-Aug-16
11637,6064,FDD,90,254967,Inbound,Forecast,2016,37,Forecast_2016,2016,28,98419636,17-Aug-16
11637,6062,FDD,90,239486,Inbound,Forecast,2016,37,Forecast_2016,2016,28,98419636,17-Aug-16
11637,6047,FDD,90,189945,Inbound,Forecast,2016,37,Forecast_2016,2016,28,98419636,17-Aug-16
11636,7079,FDD,90,132380,Inbound,Forecast,2016,36,Forecast_2016,2016,28,98419636,17-Aug-16
11637,6073,FDD,90,244824,Inbound,Forecast,2016,37,Forecast_2016,2016,28,98419636,17-Aug-16
11637,6042,FDD,90,140449,Inbound,Forecast,2016,37,Forecast_2016,2016,28,98419636,17-Aug-16
11636,7019,FDD,90,272685,Inbound,Forecast,2016,36,Forecast_2016,2016,28,98419636,17-Aug-16
11636,7018,FDD,90,201825,Inbound,Forecast,2016,36,Forecast_2016,2016,28,98419636,17-Aug-16
11636,7014,FDD,90,202638,Inbound,Forecast,2016,36,Forecast_2016,2016,28,98419636,17-Aug-16
11637,6071,FDD,90,305766,Inbound,Forecast,2016,37,Forecast_2016,2016,28,98419636,17-Aug-16
11636,7017,FDD,90,261273,Inbound,Forecast,2016,36,Forecast_2016,2016,28,98419636,17-Aug-16
11637,6065,FDD,90,198746,Inbound,Forecast,2016,37,Forecast_2016,2016,28,98419636,17-Aug-16
11634,6072,FDD,90,210665,Inbound,Forecast,2016,34,Forecast_2016,2016,28,98419636,17-Aug-16
11635,7077,FDD,90,224017,Outbound,Forecast,2016,35,Forecast_2016,2016,28,98419636,17-Aug-16
11636,6056,FDD,90,138705,Outbound,Forecast,2016,36,Forecast_2016,2016,28,98419636,17-Aug-16
11636,6055,FDD,90,187999,Outbound,Forecast,2016,36,Forecast_2016,2016,28,98419636,17-Aug-16
11636,6042,FDD,90,130864,Outbound,Forecast,2016,36,Forecast_2016,2016,28,98419636,17-Aug-16
11635,7055,FDD,90,259959,Outbound,Forecast,2016,35,Forecast_2016,2016,28,98419636,17-Aug-16
11636,6047,FDD,90,181354,Outbound,Forecast,2016,36,Forecast_2016,2016,28,98419636,17-Aug-16
11635,7079,FDD,90,146378,Outbound,Forecast,2016,35,Forecast_2016,2016,28,98419636,17-Aug-16
11635,7084,FDD,90,315327,Outbound,Forecast,2016,35,Forecast_2016,2016,28,98419636,17-Aug-16
11636,6090,FDD,90,268968,Outbound,Forecast,2016,36,Forecast_2016,2016,28,98419636,17-Aug-16
11636,6083,FDD,90,248339,Outbound,Forecast,2016,36,Forecast_2016,2016,28,98419636,17-Aug-16
11636,6077,FDD,90,247586,Outbound,Forecast,2016,36,Forecast_2016,2016,28,98419636,17-Aug-16
11636,6082,FDD,90,256596,Outbound,Forecast,2016,36,Forecast_2016,2016,28,98419636,17-Aug-16
11636,6074,FDD,90,208782,Outbound,Forecast,2016,36,Forecast_2016,2016,28,98419636,17-Aug-16
11636,6085,FDD,90,257047,Outbound,Forecast,2016,36,Forecast_2016,2016,28,98419636,17-Aug-16
11636,6091,FDD,90,200383,Outbound,Forecast,2016,36,Forecast_2016,2016,28,98419636,17-Aug-16
11636,6084,FDD,90,205667,Outbound,Forecast,2016,36,Forecast_2016,2016,28,98419636,17-Aug-16
11635,7023,FDD,90,246336,Outbound,Forecast,2016,35,Forecast_2016,2016,28,98419636,17-Aug-16
11635,7021,FDD,90,281135,Outbound,Forecast,2016,35,Forecast_2016,2016,28,98419636,17-Aug-16
11635,7019,FDD,90,280812,Outbound,Forecast,2016,35,Forecast_2016,2016,28,98419636,17-Aug-16
11635,7030,FDD,90,295546,Outbound,Forecast,2016,35,Forecast_2016,2016,28,98419636,17-Aug-16
11635,7048,FDD,90,265526,Outbound,Forecast,2016,35,Forecast_2016,2016,28,98419636,17-Aug-16
11635,7024,FDD,90,254814,Outbound,Forecast,2016,35,Forecast_2016,2016,28,98419636,17-Aug-16
11631,7021,FDD,90,287901,Outbound,Forecast,2016,31,Forecast_2016,2016,28,98419636,17-Aug-16
11631,7019,FDD,90,266214,Outbound,Forecast,2016,31,Forecast_2016,2016,28,98419636,17-Aug-16
11631,7023,FDD,90,244615,Outbound,Forecast,2016,31,Forecast_2016,2016,28,98419636,17-Aug-16
11631,7030,FDD,90,295243,Outbound,Forecast,2016,31,Forecast_2016,2016,28,98419636,17-Aug-16
11631,7048,FDD,90,272480,Outbound,Forecast,2016,31,Forecast_2016,2016,28,98419636,17-Aug-16
11631,7024,FDD,90,253577,Outbound,Forecast,2016,31,Forecast_2016,2016,28,98419636,17-Aug-16
11632,6062,FDD,90,251032,Outbound,Forecast,2016,32,Forecast_2016,2016,28,98419636,17-Aug-16
11632,6059,FDD,90,143465,Outbound,Forecast,2016,32,Forecast_2016,2016,28,98419636,17-Aug-16
11632,6072,FDD,90,229035,Outbound,Forecast,2016,32,Forecast_2016,2016,28,98419636,17-Aug-16
11632,6064,FDD,90,255674,Outbound,Forecast,2016,32,Forecast_2016,2016,28,98419636,17-Aug-16
11632,6071,FDD,90,308638,Outbound,Forecast,2016,32,Forecast_2016,2016,28,98419636,17-Aug-16
11632,6057,FDD,90,160257,Outbound,Forecast,2016,32,Forecast_2016,2016,28,98419636,17-Aug-16
11631,7084,FDD,90,319035,Outbound,Forecast,2016,31,Forecast_2016,2016,28,98419636,17-Aug-16
11632,6065,FDD,90,194922,Outbound,Forecast,2016,32,Forecast_2016,2016,28,98419636,17-Aug-16
11632,6073,FDD,90,265334,Outbound,Forecast,2016,32,Forecast_2016,2016,28,98419636,17-Aug-16
11631,7013,FDD,90,268533,Outbound,Forecast,2016,31,Forecast_2016,2016,28,98419636,17-Aug-16
11631,7017,FDD,90,280848,Outbound,Forecast,2016,31,Forecast_2016,2016,28,98419636,17-Aug-16
11631,7014,FDD,90,227671,Outbound,Forecast,2016,31,Forecast_2016,2016,28,98419636,17-Aug-16
11631,7012,FDD,90,164122,Outbound,Forecast,2016,31,Forecast_2016,2016,28,98419636,17-Aug-16
11631,7016,FDD,90,269979,Outbound,Forecast,2016,31,Forecast_2016,2016,28,98419636,17-Aug-16
11631,7018,FDD,90,206185,Outbound,Forecast,2016,31,Forecast_2016,2016,28,98419636,17-Aug-16
11631,7015,FDD,90,236958,Outbound,Forecast,2016,31,Forecast_2016,2016,28,98419636,17-Aug-16
11630,6096,FDD,90,235930,Outbound,Forecast,2016,30,Forecast_2016,2016,28,98419636,17-Aug-16
11630,6095,FDD,90,279645,Outbound,Forecast,2016,30,Forecast_2016,2016,28,98419636,17-Aug-16
11630,6099,FDD,90,239699,Outbound,Forecast,2016,30,Forecast_2016,2016,28,98419636,17-Aug-16
11630,6858,FDD,90,101534,Outbound,Forecast,2016,30,Forecast_2016,2016,28,98419636,17-Aug-16
11630,7010,FDD,90,298187,Outbound,Forecast,2016,30,Forecast_2016,2016,28,98419636,17-Aug-16
11630,7013,FDD,90,266738,Outbound,Forecast,2016,30,Forecast_2016,2016,28,98419636,17-Aug-16
11630,7012,FDD,90,167604,Outbound,Forecast,2016,30,Forecast_2016,2016,28,98419636,17-Aug-16
11631,7079,FDD,90,138932,Outbound,Forecast,2016,31,Forecast_2016,2016,28,98419636,17-Aug-16
11631,6073,FDD,90,247730,Outbound,Forecast,2016,31,Forecast_2016,2016,28,98419636,17-Aug-16
11631,6084,FDD,90,190728,Outbound,Forecast,2016,31,Forecast_2016,2016,28,98419636,17-Aug-16
11631,6082,FDD,90,252636,Outbound,Forecast,2016,31,Forecast_2016,2016,28,98419636,17-Aug-16
11631,6072,FDD,90,213144,Outbound,Forecast,2016,31,Forecast_2016,2016,28,98419636,17-Aug-16
11631,6083,FDD,90,248772,Outbound,Forecast,2016,31,Forecast_2016,2016,28,98419636,17-Aug-16
11631,6085,FDD,90,253848,Outbound,Forecast,2016,31,Forecast_2016,2016,28,98419636,17-Aug-16
11631,6074,FDD,90,209363,Outbound,Forecast,2016,31,Forecast_2016,2016,28,98419636,17-Aug-16
11631,6055,FDD,90,187327,Outbound,Forecast,2016,31,Forecast_2016,2016,28,98419636,17-Aug-16
11631,6062,FDD,90,238936,Outbound,Forecast,2016,31,Forecast_2016,2016,28,98419636,17-Aug-16
11631,6059,FDD,90,133743,Outbound,Forecast,2016,31,Forecast_2016,2016,28,98419636,17-Aug-16
11631,6056,FDD,90,136847,Outbound,Forecast,2016,31,Forecast_2016,2016,28,98419636,17-Aug-16
11631,6057,FDD,90,154005,Outbound,Forecast,2016,31,Forecast_2016,2016,28,98419636,17-Aug-16
11631,6065,FDD,90,183808,Outbound,Forecast,2016,31,Forecast_2016,2016,28,98419636,17-Aug-16
11631,6064,FDD,90,249405,Outbound,Forecast,2016,31,Forecast_2016,2016,28,98419636,17-Aug-16
11631,6071,FDD,90,300962,Outbound,Forecast,2016,31,Forecast_2016,2016,28,98419636,17-Aug-16
11631,7077,FDD,90,236581,Outbound,Forecast,2016,31,Forecast_2016,2016,28,98419636,17-Aug-16
11632,6056,FDD,90,143621,Outbound,Forecast,2016,32,Forecast_2016,2016,28,98419636,17-Aug-16
11632,6042,FDD,90,137616,Outbound,Forecast,2016,32,Forecast_2016,2016,28,98419636,17-Aug-16
11631,7055,FDD,90,255259,Outbound,Forecast,2016,31,Forecast_2016,2016,28,98419636,17-Aug-16
11632,6055,FDD,90,185028,Outbound,Forecast,2016,32,Forecast_2016,2016,28,98419636,17-Aug-16
11632,6047,FDD,90,195234,Outbound,Forecast,2016,32,Forecast_2016,2016,28,98419636,17-Aug-16
11631,6091,FDD,90,183450,Outbound,Forecast,2016,31,Forecast_2016,2016,28,98419636,17-Aug-16
11631,6096,FDD,90,238619,Outbound,Forecast,2016,31,Forecast_2016,2016,28,98419636,17-Aug-16
11631,6090,FDD,90,259748,Outbound,Forecast,2016,31,Forecast_2016,2016,28,98419636,17-Aug-16
11631,6858,FDD,90,103802,Outbound,Forecast,2016,31,Forecast_2016,2016,28,98419636,17-Aug-16
11631,6099,FDD,90,244235,Outbound,Forecast,2016,31,Forecast_2016,2016,28,98419636,17-Aug-16
11631,6077,FDD,90,245217,Outbound,Forecast,2016,31,Forecast_2016,2016,28,98419636,17-Aug-16
11631,7010,FDD,90,290248,Outbound,Forecast,2016,31,Forecast_2016,2016,28,98419636,17-Aug-16
11631,6097,FDD,90,208746,Outbound,Forecast,2016,31,Forecast_2016,2016,28,98419636,17-Aug-16
11636,6064,FDD,90,246814,Outbound,Forecast,2016,36,Forecast_2016,2016,28,98419636,17-Aug-16
11630,7055,FDD,90,251744,Outbound,Forecast,2016,30,Forecast_2016,2016,28,98419636,17-Aug-16
11630,7030,FDD,90,285692,Outbound,Forecast,2016,30,Forecast_2016,2016,28,98419636,17-Aug-16
11630,7048,FDD,90,261907,Outbound,Forecast,2016,30,Forecast_2016,2016,28,98419636,17-Aug-16
11630,7077,FDD,90,218918,Outbound,Forecast,2016,30,Forecast_2016,2016,28,98419636,17-Aug-16
11631,6095,FDD,90,268069,Outbound,Forecast,2016,31,Forecast_2016,2016,28,98419636,17-Aug-16
11631,6047,FDD,90,181562,Outbound,Forecast,2016,31,Forecast_2016,2016,28,98419636,17-Aug-16
11630,7079,FDD,90,141422,Outbound,Forecast,2016,30,Forecast_2016,2016,28,98419636,17-Aug-16
11630,7084,FDD,90,326656,Outbound,Forecast,2016,30,Forecast_2016,2016,28,98419636,17-Aug-16
11631,6042,FDD,90,129992,Outbound,Forecast,2016,31,Forecast_2016,2016,28,98419636,17-Aug-16
11634,7013,FDD,90,265804,Outbound,Forecast,2016,34,Forecast_2016,2016,28,98419636,17-Aug-16
11634,7015,FDD,90,229188,Outbound,Forecast,2016,34,Forecast_2016,2016,28,98419636,17-Aug-16
11634,7010,FDD,90,260830,Outbound,Forecast,2016,34,Forecast_2016,2016,28,98419636,17-Aug-16
11634,6858,FDD,90,128213,Outbound,Forecast,2016,34,Forecast_2016,2016,28,98419636,17-Aug-16
11634,7014,FDD,90,212321,Outbound,Forecast,2016,34,Forecast_2016,2016,28,98419636,17-Aug-16
11634,6090,FDD,90,251064,Outbound,Forecast,2016,34,Forecast_2016,2016,28,98419636,17-Aug-16
11634,7016,FDD,90,244349,Outbound,Forecast,2016,34,Forecast_2016,2016,28,98419636,17-Aug-16
11632,7019,FDD,90,280121,Outbound,Forecast,2016,32,Forecast_2016,2016,28,98419636,17-Aug-16
11632,7014,FDD,90,245316,Outbound,Forecast,2016,32,Forecast_2016,2016,28,98419636,17-Aug-16
11632,7016,FDD,90,307632,Outbound,Forecast,2016,32,Forecast_2016,2016,28,98419636,17-Aug-16
11634,7012,FDD,90,168044,Outbound,Forecast,2016,34,Forecast_2016,2016,28,98419636,17-Aug-16
11632,7018,FDD,90,223069,Outbound,Forecast,2016,32,Forecast_2016,2016,28,98419636,17-Aug-16
11632,7017,FDD,90,310236,Outbound,Forecast,2016,32,Forecast_2016,2016,28,98419636,17-Aug-16
11634,7048,FDD,90,251117,Outbound,Forecast,2016,34,Forecast_2016,2016,28,98419636,17-Aug-16
11635,6047,FDD,90,182129,Outbound,Forecast,2016,35,Forecast_2016,2016,28,98419636,17-Aug-16
11634,7077,FDD,90,222314,Outbound,Forecast,2016,34,Forecast_2016,2016,28,98419636,17-Aug-16
11634,7019,FDD,90,276178,Outbound,Forecast,2016,34,Forecast_2016,2016,28,98419636,17-Aug-16
11634,7084,FDD,90,313454,Outbound,Forecast,2016,34,Forecast_2016,2016,28,98419636,17-Aug-16
11635,6042,FDD,90,126095,Outbound,Forecast,2016,35,Forecast_2016,2016,28,98419636,17-Aug-16
11634,7079,FDD,90,140269,Outbound,Forecast,2016,34,Forecast_2016,2016,28,98419636,17-Aug-16
11634,6085,FDD,90,250441,Outbound,Forecast,2016,34,Forecast_2016,2016,28,98419636,17-Aug-16
11634,6097,FDD,90,219202,Outbound,Forecast,2016,34,Forecast_2016,2016,28,98419636,17-Aug-16
11634,6099,FDD,90,239716,Outbound,Forecast,2016,34,Forecast_2016,2016,28,98419636,17-Aug-16
11634,6091,FDD,90,181701,Outbound,Forecast,2016,34,Forecast_2016,2016,28,98419636,17-Aug-16
11634,6084,FDD,90,205742,Outbound,Forecast,2016,34,Forecast_2016,2016,28,98419636,17-Aug-16
11634,6096,FDD,90,230742,Outbound,Forecast,2016,34,Forecast_2016,2016,28,98419636,17-Aug-16
11634,7055,FDD,90,256736,Outbound,Forecast,2016,34,Forecast_2016,2016,28,98419636,17-Aug-16
11634,6095,FDD,90,278851,Outbound,Forecast,2016,34,Forecast_2016,2016,28,98419636,17-Aug-16
11632,7012,FDD,90,189650,Outbound,Forecast,2016,32,Forecast_2016,2016,28,98419636,17-Aug-16
11632,6096,FDD,90,267901,Outbound,Forecast,2016,32,Forecast_2016,2016,28,98419636,17-Aug-16
11632,6095,FDD,90,277399,Outbound,Forecast,2016,32,Forecast_2016,2016,28,98419636,17-Aug-16
11632,7010,FDD,90,298176,Outbound,Forecast,2016,32,Forecast_2016,2016,28,98419636,17-Aug-16
11632,6858,FDD,90,106576,Outbound,Forecast,2016,32,Forecast_2016,2016,28,98419636,17-Aug-16
11633,6083,FDD,90,226686,Outbound,Forecast,2016,33,Forecast_2016,2016,28,98419636,17-Aug-16
11633,6095,FDD,90,247727,Outbound,Forecast,2016,33,Forecast_2016,2016,28,98419636,17-Aug-16
11633,6085,FDD,90,244596,Outbound,Forecast,2016,33,Forecast_2016,2016,28,98419636,17-Aug-16
11633,6082,FDD,90,237985,Outbound,Forecast,2016,33,Forecast_2016,2016,28,98419636,17-Aug-16
11633,6091,FDD,90,166646,Outbound,Forecast,2016,33,Forecast_2016,2016,28,98419636,17-Aug-16
11632,6097,FDD,90,234097,Outbound,Forecast,2016,32,Forecast_2016,2016,28,98419636,17-Aug-16
11632,6099,FDD,90,240389,Outbound,Forecast,2016,32,Forecast_2016,2016,28,98419636,17-Aug-16
11633,6096,FDD,90,240601,Outbound,Forecast,2016,33,Forecast_2016,2016,28,98419636,17-Aug-16
11633,6090,FDD,90,236162,Outbound,Forecast,2016,33,Forecast_2016,2016,28,98419636,17-Aug-16
11632,7023,FDD,90,248773,Outbound,Forecast,2016,32,Forecast_2016,2016,28,98419636,17-Aug-16
11632,7055,FDD,90,267833,Outbound,Forecast,2016,32,Forecast_2016,2016,28,98419636,17-Aug-16
11632,7030,FDD,90,328406,Outbound,Forecast,2016,32,Forecast_2016,2016,28,98419636,17-Aug-16
11632,7021,FDD,90,328622,Outbound,Forecast,2016,32,Forecast_2016,2016,28,98419636,17-Aug-16
11632,7048,FDD,90,291619,Outbound,Forecast,2016,32,Forecast_2016,2016,28,98419636,17-Aug-16
11632,7015,FDD,90,253046,Outbound,Forecast,2016,32,Forecast_2016,2016,28,98419636,17-Aug-16
11632,7077,FDD,90,245615,Outbound,Forecast,2016,32,Forecast_2016,2016,28,98419636,17-Aug-16
11632,6090,FDD,90,284178,Outbound,Forecast,2016,32,Forecast_2016,2016,28,98419636,17-Aug-16
11632,6077,FDD,90,264013,Outbound,Forecast,2016,32,Forecast_2016,2016,28,98419636,17-Aug-16
11632,6082,FDD,90,278651,Outbound,Forecast,2016,32,Forecast_2016,2016,28,98419636,17-Aug-16
11632,6083,FDD,90,261511,Outbound,Forecast,2016,32,Forecast_2016,2016,28,98419636,17-Aug-16
11632,6074,FDD,90,225649,Outbound,Forecast,2016,32,Forecast_2016,2016,28,98419636,17-Aug-16
11632,7013,FDD,90,315142,Outbound,Forecast,2016,32,Forecast_2016,2016,28,98419636,17-Aug-16
11632,6085,FDD,90,278834,Outbound,Forecast,2016,32,Forecast_2016,2016,28,98419636,17-Aug-16
11632,7024,FDD,90,264387,Outbound,Forecast,2016,32,Forecast_2016,2016,28,98419636,17-Aug-16
11632,6091,FDD,90,190040,Outbound,Forecast,2016,32,Forecast_2016,2016,28,98419636,17-Aug-16
11632,6084,FDD,90,220994,Outbound,Forecast,2016,32,Forecast_2016,2016,28,98419636,17-Aug-16
11634,6042,FDD,90,123311,Inbound,Forecast,2016,34,Forecast_2016,2016,28,98419636,17-Aug-16
11634,6059,FDD,90,135014,Inbound,Forecast,2016,34,Forecast_2016,2016,28,98419636,17-Aug-16
11634,6055,FDD,90,179317,Inbound,Forecast,2016,34,Forecast_2016,2016,28,98419636,17-Aug-16
11633,7030,FDD,90,287343,Inbound,Forecast,2016,33,Forecast_2016,2016,28,98419636,17-Aug-16
11633,7084,FDD,90,325604,Inbound,Forecast,2016,33,Forecast_2016,2016,28,98419636,17-Aug-16
11634,6057,FDD,90,162350,Inbound,Forecast,2016,34,Forecast_2016,2016,28,98419636,17-Aug-16
11634,6062,FDD,90,232964,Inbound,Forecast,2016,34,Forecast_2016,2016,28,98419636,17-Aug-16
11634,6056,FDD,90,139235,Inbound,Forecast,2016,34,Forecast_2016,2016,28,98419636,17-Aug-16
11634,6057,FDD,90,168719,Outbound,Forecast,2016,34,Forecast_2016,2016,28,98419636,17-Aug-16
11634,6047,FDD,90,177994,Outbound,Forecast,2016,34,Forecast_2016,2016,28,98419636,17-Aug-16
11634,6064,FDD,90,246477,Outbound,Forecast,2016,34,Forecast_2016,2016,28,98419636,17-Aug-16
11634,6059,FDD,90,132989,Outbound,Forecast,2016,34,Forecast_2016,2016,28,98419636,17-Aug-16
11634,6047,FDD,90,191866,Inbound,Forecast,2016,34,Forecast_2016,2016,28,98419636,17-Aug-16
11634,6062,FDD,90,246337,Outbound,Forecast,2016,34,Forecast_2016,2016,28,98419636,17-Aug-16
11634,6084,FDD,90,201702,Inbound,Forecast,2016,34,Forecast_2016,2016,28,98419636,17-Aug-16
11634,6096,FDD,90,252861,Inbound,Forecast,2016,34,Forecast_2016,2016,28,98419636,17-Aug-16
